E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\442.png,Guinea-Bissau
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\1143.png,Guinea-Bissau
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\2582.png,Guinea-Bissau

E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18008.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18009.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18010.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18011.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18012.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18013.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18014.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18015.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18016.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18017.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18018.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18019.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18020.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18021.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18022.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18023.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18024.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18025.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18026.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18027.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18028.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18029.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18030.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18031.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18032.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18033.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18034.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18035.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18036.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18037.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18038.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18039.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18040.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18041.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18042.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18043.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18044.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18045.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18046.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18047.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18048.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18049.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18050.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18051.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18052.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18053.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18054.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18055.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18056.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18057.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18058.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18059.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18060.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18061.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18062.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18063.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18064.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18065.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18066.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18067.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18068.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18069.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18070.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18071.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18072.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18073.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18074.png,United States
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\18075.png,United States
